respondent_id,segment,role,building_type,num_buildings,total_gfa,primary_emirate,years_in_uae,monthly_bill_aed,bill_category,hvac_pct_of_bill,bill_change_3yr,summer_cooling_spike,monitor_manual,monitor_smart_meter,monitor_bms,monitor_iot,monitor_audit,monitor_none,realtime_visibility_score,energy_intensity_tracking,pain_high_cost,pain_old_hvac,pain_no_data,pain_occupancy,pain_wastage,pain_comfort,pain_maintenance,pain_compliance,hvac_satisfaction,strategy_awareness,sustainability_strategy,tariff_impact,stakeholder_pressure,tech_smart_meter,tech_iot_sensor,tech_auto_lighting,tech_bms,tech_air_quality,tech_ai_maintenance,tech_solar,tech_none,ai_openness,min_savings_threshold,feat_dashboard,feat_auto_hvac,feat_occupancy,feat_predictive,feat_air_quality,feat_carbon,feat_bms_integ,feat_mobile_app,feat_compliance,commercial_model,max_payback,wtp_aed_per_building,wtp_category,pilot_interest,ai_adoption_vision,adoption_class
577,Tech-Forward Operators,Property Owner,Retail/Mall,50+,20k-100km²,Abu Dhabi,>10 years,703000.0,500k-2M,64.4,Increased>20%,20-50%,0,0,1,1,0,0,7,Yes-systematic,1,0,1,0,0,1,0,1,3.0,Familiar,Partial strategy,Moderately impacted,5.0,1,1,1,1,1,1,0,0,4,21-30%,5,5,4,4,4,4.0,5,5,5,SaaS Subscription,<1yr,27234.976297615995,15k-30k,3,Standard across all,Evaluator
578,Tech-Forward Operators,C-Suite Executive,Mixed-Use,6-15,100k-500km²,Abu Dhabi,6-10 years,1216286.3283139332,500k-2M,67.0,Increased 5-20%,20-50%,0,0,1,1,0,0,6,No plans,1,1,1,0,1,0,1,1,4.0,Familiar,In development,Moderately impacted,8.0,0,1,0,1,1,0,0,0,3,5-10%,5,5,5,5,5,4.0,3,4,4,SaaS Subscription,5-7yr,13341.154346858331,5k-15k,5,Regulation-driven,Evaluator
579,Compliance-Led Adopters,Sustainability Officer,Mixed-Use,2-5,100k-500km²,Abu Dhabi,>10 years,381000.0,100k-500k,64.3,Increased 5-20%,20-50%,0,0,1,0,0,1,4,Yes-systematic,0,0,0,0,1,1,0,1,3.0,Familiar,Partial strategy,Significantly impacted,7.0,1,0,0,1,0,1,1,0,3,>30%,5,5,5,5,5,4.0,3,3,5,SaaS Subscription,1-2yr,500.0,<2k,3,Premium/Grade-A only,Evaluator
580,Cost-Driven Laggards,Operations Manager,Mixed-Use,1,5k-20km²,Abu Dhabi,6-10 years,77000.0,20k-100k,63.4,Increased 5-20%,>100%,0,0,0,0,0,0,3,Plan to,1,0,0,1,1,1,1,0,2.0,Familiar,Plan to,Moderately impacted,4.0,0,0,0,0,0,0,0,0,3,21-30%,3,5,4,3,2,1.0,3,3,3,CAPEX,3-5yr,8085.106359796979,5k-15k,3,Premium/Grade-A only,Evaluator
581,Tech-Forward Operators,Other,Retail/Mall,1,100k-500km²,Abu Dhabi,2-5 years,543000.0,500k-2M,63.7,Increased>20%,51-100%,0,0,1,1,0,0,5,No plans,1,0,1,1,1,1,0,0,,Very familiar,Partial strategy,Moderately impacted,6.0,1,1,1,1,1,1,1,0,5,21-30%,5,5,5,3,4,4.0,4,3,5,Lease,1-2yr,14021.605980864313,5k-15k,3,Standard across all,Evaluator
582,Compliance-Led Adopters,C-Suite Executive,Industrial/Warehouse,50+,100k-500km²,Abu Dhabi,>10 years,230000.0,100k-500k,56.6,Increased 5-20%,20-50%,0,0,0,0,0,0,6,Yes-systematic,1,0,1,1,1,1,0,1,4.0,Very familiar,No plans,Significantly impacted,8.0,0,1,1,1,0,1,1,0,5,11-20%,5,5,4,4,5,4.0,5,3,5,SaaS Subscription,1-2yr,8330.725855627443,5k-15k,4,Premium/Grade-A only,High-Intent Buyer
583,Cost-Driven Laggards,Government Official,Hotel/Hospitality,2-5,20k-100km²,Abu Dhabi,6-10 years,227976.16859062607,100k-500k,74.7,Stable,51-100%,1,1,0,0,1,0,2,No plans,1,1,0,1,0,1,0,0,2.0,Somewhat familiar,No plans,Not sure,4.0,0,0,0,0,1,0,0,1,3,21-30%,5,4,4,3,3,1.0,4,4,3,Lease,1-2yr,1119.241226743114,<2k,3,Limited adoption,Evaluator
584,Compliance-Led Adopters,Sustainability Officer,Government Facility,2-5,100k-500km²,RAK,<2 years,505000.0,500k-2M,69.6,Increased 5-20%,>100%,0,1,0,1,0,0,8,No plans,1,0,1,0,1,0,1,1,3.0,Very familiar,Full strategy,Significantly impacted,10.0,1,0,1,1,1,0,1,0,4,Non-cost KPI,4,5,5,5,4,5.0,5,4,3,Lease,<1yr,3869.2093206847167,2k-5k,4,Standard across all,High-Intent Buyer
585,Compliance-Led Adopters,Government Official,Commercial Office,6-15,5k-20km²,Sharjah,6-10 years,319000.0,100k-500k,71.9,Increased>20%,>100%,0,0,0,0,0,0,6,Plan to,1,0,0,0,0,1,0,1,2.0,Somewhat familiar,In development,Minimal,10.0,1,1,0,1,1,0,1,1,4,>30%,4,5,4,3,4,5.0,4,4,5,SaaS Subscription,5-7yr,500.0,<2k,3,Premium/Grade-A only,Evaluator
586,Early Majority Evaluators,Operations Manager,Hotel/Hospitality,50+,20k-100km²,Abu Dhabi,<2 years,279000.0,100k-500k,69.0,Increased>20%,51-100%,0,0,1,1,1,0,7,Plan to,1,1,1,1,1,0,1,1,2.0,Not familiar,Plan to,Moderately impacted,6.0,1,0,0,1,1,1,1,0,3,11-20%,5,4,4,3,3,4.0,3,4,4,Savings-Sharing,1-2yr,4135.519904022123,2k-5k,4,Premium/Grade-A only,Evaluator
587,Early Majority Evaluators,Hospitality Manager,Hotel/Hospitality,2-5,100k-500km²,Dubai,2-5 years,220000.0,100k-500k,67.6,Decreased 5-20%,>100%,0,1,1,0,0,0,4,Plan to,1,1,1,1,1,1,1,0,2.0,Somewhat familiar,Partial strategy,Moderately impacted,5.0,1,0,0,1,0,1,1,0,4,21-30%,5,4,4,4,2,3.0,4,4,4,SaaS Subscription,5-7yr,1071.6546537578006,<2k,3,Standard across all,Evaluator
588,Tech-Forward Operators,Operations Manager,Mixed-Use,1,>500km²,Abu Dhabi,>10 years,152000.0,100k-500k,70.9,Increased 5-20%,51-100%,0,0,1,1,0,0,8,Yes-systematic,1,0,1,1,1,0,0,1,2.0,Familiar,Partial strategy,Significantly impacted,5.0,1,1,1,0,1,1,1,0,5,21-30%,4,4,4,5,3,4.0,5,4,4,Lease,3-5yr,20733.7121404867,15k-30k,5,Premium/Grade-A only,High-Intent Buyer
589,Cost-Driven Laggards,Property Owner,Hotel/Hospitality,2-5,100k-500km²,Sharjah,>10 years,70000.0,20k-100k,73.6,Increased 5-20%,>100%,0,0,0,0,0,0,7,No plans,1,0,0,1,1,1,1,1,1.0,Somewhat familiar,No plans,Moderately impacted,4.0,0,0,0,0,0,0,0,0,3,11-20%,5,3,1,4,3,3.0,4,4,2,Managed Service,3-5yr,10512.65321457529,5k-15k,3,Premium/Grade-A only,Evaluator
590,Early Majority Evaluators,Operations Manager,Hotel/Hospitality,6-15,20k-100km²,Dubai,>10 years,78000.0,20k-100k,84.9,Stable,51-100%,0,0,0,0,0,0,6,Yes-systematic,0,0,1,1,1,0,0,1,2.0,Somewhat familiar,In development,Significantly impacted,6.0,1,1,1,0,1,0,1,0,2,21-30%,4,5,3,5,3,4.0,4,4,4,Savings-Sharing,3-5yr,11550.020183975208,5k-15k,4,Premium/Grade-A only,Evaluator
591,Early Majority Evaluators,Property Owner,Retail/Mall,6-15,20k-100km²,Abu Dhabi,6-10 years,200000.0,100k-500k,57.5,Increased 5-20%,51-100%,0,1,1,0,0,0,4,Plan to,1,1,0,1,0,1,1,0,3.0,Somewhat familiar,Full strategy,Moderately impacted,6.0,0,0,1,0,1,0,0,0,2,21-30%,3,5,4,3,3,4.0,5,2,4,CAPEX,5-7yr,5022.275888512674,5k-15k,4,Standard across all,Evaluator
592,Compliance-Led Adopters,C-Suite Executive,Commercial Office,6-15,<5000m²,Abu Dhabi,>10 years,282000.0,100k-500k,71.2,Increased 5-20%,>100%,0,0,0,1,0,0,7,Yes-occasional,0,1,1,1,1,1,1,1,2.0,Very familiar,Full strategy,Significantly impacted,5.0,1,1,0,1,0,1,1,0,4,21-30%,5,3,4,4,5,5.0,4,3,5,Savings-Sharing,1-2yr,15348.39120505064,15k-30k,5,Standard across all,High-Intent Buyer
593,Tech-Forward Operators,Hospitality Manager,Commercial Office,50+,20k-100km²,Abu Dhabi,2-5 years,446000.0,100k-500k,58.9,Increased 5-20%,51-100%,0,0,1,1,0,0,7,Yes-systematic,1,1,0,0,1,1,1,0,4.0,Very familiar,Partial strategy,Moderately impacted,5.0,1,1,1,0,0,1,1,0,5,11-20%,5,5,3,5,3,3.0,4,4,3,CAPEX,5-7yr,16242.105017745635,15k-30k,4,Premium/Grade-A only,High-Intent Buyer
594,Early Majority Evaluators,Operations Manager,Hotel/Hospitality,6-15,100k-500km²,Dubai,>10 years,183000.0,100k-500k,75.1,Stable,51-100%,0,1,0,0,1,0,5,Plan to,1,1,0,0,1,1,1,1,5.0,Familiar,Partial strategy,Significantly impacted,,1,0,1,0,1,0,1,0,3,5-10%,4,3,5,4,4,5.0,4,4,5,Savings-Sharing,5-7yr,5824.340897885758,5k-15k,4,Standard across all,Evaluator
595,Early Majority Evaluators,Operations Manager,Retail/Mall,6-15,5k-20km²,Abu Dhabi,6-10 years,386000.0,100k-500k,61.8,Decreased 5-20%,>100%,0,0,1,0,0,0,3,Yes-occasional,1,1,1,1,1,0,0,0,1.0,Very familiar,Partial strategy,Moderately impacted,7.0,1,0,0,1,1,0,1,0,3,Non-cost KPI,4,4,3,4,3,4.0,3,3,3,CAPEX,3-5yr,7778.135329584252,5k-15k,3,Standard across all,Evaluator
596,Cost-Driven Laggards,Other,Retail/Mall,6-15,>500km²,RAK,6-10 years,138000.0,100k-500k,72.0,Increased 5-20%,51-100%,0,0,1,0,0,0,2,No plans,1,0,1,0,1,1,1,1,3.0,Somewhat familiar,No plans,Moderately impacted,1.0,0,0,0,0,0,0,0,0,3,>30%,4,3,4,4,3,3.0,3,3,2,CAPEX,1-2yr,7957.228574104824,5k-15k,4,Regulation-driven,Evaluator
597,Cost-Driven Laggards,C-Suite Executive,Retail/Mall,6-15,5k-20km²,Dubai,2-5 years,91000.0,20k-100k,79.7,Decreased 5-20%,20-50%,0,0,1,0,0,0,2,Plan to,1,0,1,1,0,0,1,0,2.0,Somewhat familiar,Partial strategy,Significantly impacted,4.0,0,0,0,0,0,0,0,0,2,21-30%,2,5,3,4,3,1.0,4,4,1,Savings-Sharing,5-7yr,532.7761791970261,<2k,3,Regulation-driven,Evaluator
598,Resistant Traditionalists,Facilities Manager,Retail/Mall,1,<5000m²,Dubai,6-10 years,57000.0,20k-100k,67.4,Increased 5-20%,>100%,1,1,0,0,0,0,2,Plan to,1,1,0,0,0,0,1,0,,Not familiar,No plans,Moderately impacted,2.0,1,0,0,0,1,0,0,1,3,21-30%,2,3,3,1,2,1.0,2,3,2,SaaS Subscription,3-5yr,1504.9865580081762,<2k,3,Limited adoption,Evaluator
599,Early Majority Evaluators,Property Owner,Commercial Office,1,20k-100km²,Dubai,<2 years,271000.0,100k-500k,83.2,Increased 5-20%,20-50%,0,0,1,0,0,0,6,Yes-systematic,1,1,0,0,0,0,1,0,4.0,Somewhat familiar,Partial strategy,Moderately impacted,7.0,1,1,1,0,0,0,0,0,4,21-30%,5,5,5,5,5,3.0,5,5,5,SaaS Subscription,Savings-Guaranteed,4332.526042934762,2k-5k,5,Premium/Grade-A only,High-Intent Buyer
600,Tech-Forward Operators,Hospitality Manager,Commercial Office,6-15,100k-500km²,Sharjah,<2 years,586000.0,500k-2M,66.3,Decreased 5-20%,51-100%,0,0,1,1,0,0,9,Yes-systematic,1,1,0,1,0,0,1,1,1.0,Familiar,Partial strategy,Significantly impacted,5.0,1,1,1,1,1,1,0,0,4,Non-cost KPI,3,5,3,5,3,5.0,5,5,5,SaaS Subscription,5-7yr,11992.392879075018,5k-15k,5,Regulation-driven,High-Intent Buyer
601,Cost-Driven Laggards,C-Suite Executive,Residential Tower,2-5,20k-100km²,Abu Dhabi,6-10 years,69000.0,20k-100k,82.8,Increased>20%,>100%,0,0,0,0,0,0,5,No plans,1,1,0,0,0,0,1,1,2.0,Somewhat familiar,Partial strategy,Moderately impacted,3.0,0,0,1,0,0,1,0,0,4,21-30%,4,5,4,4,3,2.0,4,3,3,Savings-Sharing,1-2yr,2422.765050195861,2k-5k,2,Premium/Grade-A only,Evaluator
602,Tech-Forward Operators,Government Official,Mixed-Use,50+,>500km²,Abu Dhabi,2-5 years,1076000.0,500k-2M,67.3,Decreased>20%,20-50%,0,0,1,1,0,0,6,Yes-systematic,1,0,0,0,1,1,1,1,4.0,Familiar,In development,Moderately impacted,6.0,1,1,1,1,1,1,0,0,4,5-10%,5,5,5,4,5,5.0,4,3,3,Savings-Sharing,5-7yr,15780.449631606047,15k-30k,5,Standard across all,High-Intent Buyer
603,Early Majority Evaluators,Hospitality Manager,Government Facility,16-50,20k-100km²,Dubai,6-10 years,123000.0,100k-500k,50.2,Increased 5-20%,51-100%,1,0,1,0,0,0,7,Yes-occasional,1,1,0,0,0,0,1,1,3.0,Familiar,Partial strategy,Significantly impacted,6.0,0,1,0,0,1,0,0,1,4,Non-cost KPI,3,4,5,4,5,3.0,5,4,4,Savings-Sharing,1-2yr,8698.600009834563,5k-15k,3,Regulation-driven,Evaluator
604,Resistant Traditionalists,Operations Manager,Retail/Mall,1,5k-20km²,Abu Dhabi,6-10 years,57000.0,20k-100k,67.9,Stable,>100%,1,1,0,0,0,0,2,No plans,1,1,0,0,0,0,1,0,4.0,Very familiar,No plans,Significantly impacted,3.0,0,0,1,0,0,0,0,1,1,21-30%,2,2,3,3,1,2.0,3,2,2,CAPEX,5-7yr,2302.362283101483,2k-5k,2,Premium/Grade-A only,Not Ready
605,Compliance-Led Adopters,Government Official,Retail/Mall,6-15,5k-20km²,Abu Dhabi,6-10 years,237000.0,100k-500k,49.0,Increased 5-20%,>100%,0,1,1,0,0,0,4,Yes-occasional,1,0,1,1,1,1,0,1,4.0,Familiar,No plans,Significantly impacted,10.0,0,1,1,1,0,0,1,0,3,5-10%,5,3,3,4,5,5.0,3,3,5,SaaS Subscription,1-2yr,11668.790056237562,5k-15k,4,Standard across all,Evaluator
606,Tech-Forward Operators,Government Official,Commercial Office,6-15,20k-100km²,Abu Dhabi,6-10 years,440000.0,100k-500k,66.3,Decreased 5-20%,51-100%,0,0,1,0,0,0,6,Yes-occasional,1,0,1,1,1,0,0,1,5.0,Somewhat familiar,Plan to,Not sure,7.0,1,1,1,0,1,0,1,1,4,11-20%,5,4,4,5,4,3.0,5,4,3,SaaS Subscription,<1yr,10953.721755576596,5k-15k,4,Regulation-driven,High-Intent Buyer
607,Compliance-Led Adopters,Sustainability Officer,Commercial Office,16-50,20k-100km²,Dubai,2-5 years,179000.0,100k-500k,53.5,Increased>20%,>100%,1,0,1,1,0,0,5,Yes-systematic,1,0,0,0,0,1,1,1,2.0,Very familiar,Partial strategy,Significantly impacted,7.0,0,1,1,0,1,0,1,0,4,21-30%,4,5,5,5,4,4.0,4,3,4,SaaS Subscription,1-2yr,11661.431272069667,5k-15k,3,Premium/Grade-A only,Evaluator
608,Tech-Forward Operators,Government Official,Hotel/Hospitality,50+,5k-20km²,Dubai,>10 years,303000.0,100k-500k,70.4,Decreased 5-20%,20-50%,0,0,1,1,1,0,6,Yes-systematic,0,0,0,1,1,1,0,1,3.0,Very familiar,Full strategy,Minimal,4.0,1,0,0,1,1,1,0,0,3,11-20%,4,4,3,5,5,4.0,3,4,4,Savings-Sharing,3-5yr,18710.989082530097,15k-30k,5,Standard across all,Evaluator
609,Early Majority Evaluators,Operations Manager,Industrial/Warehouse,50+,100k-500km²,Sharjah,>10 years,295000.0,100k-500k,78.9,Increased 5-20%,>100%,0,0,1,0,0,0,5,Yes-systematic,1,1,1,0,0,1,0,0,4.0,Familiar,In development,Significantly impacted,4.0,0,1,1,1,0,0,0,0,4,11-20%,3,5,4,5,4,4.0,5,3,3,Savings-Sharing,1-2yr,10976.599161636294,5k-15k,4,Regulation-driven,High-Intent Buyer
610,Compliance-Led Adopters,Sustainability Officer,Hotel/Hospitality,50+,20k-100km²,Dubai,>10 years,267000.0,100k-500k,60.1,Decreased 5-20%,>100%,0,1,1,1,1,0,5,No plans,0,1,1,0,1,0,0,1,3.0,Familiar,Full strategy,Significantly impacted,8.0,1,0,0,1,0,1,0,0,4,>30%,3,5,4,3,3,5.0,4,3,4,Savings-Sharing,1-2yr,12830.403663626897,5k-15k,5,Limited adoption,High-Intent Buyer
611,Tech-Forward Operators,Government Official,Retail/Mall,2-5,100k-500km²,Dubai,6-10 years,642000.0,500k-2M,74.8,Increased 5-20%,51-100%,0,0,1,1,0,0,6,Yes-systematic,1,0,0,1,0,0,1,0,4.0,Somewhat familiar,Partial strategy,Moderately impacted,4.0,1,1,1,1,1,1,0,0,4,5-10%,3,4,5,5,5,3.0,5,5,4,Savings-Sharing,3-5yr,22310.44243589077,15k-30k,2,Standard across all,Evaluator
612,Tech-Forward Operators,Other,Retail/Mall,6-15,5k-20km²,Sharjah,<2 years,773000.0,500k-2M,63.4,Increased>20%,51-100%,0,0,1,1,0,0,8,Yes-systematic,1,1,0,1,0,0,1,1,3.0,Very familiar,Full strategy,Moderately impacted,8.0,1,1,1,0,0,0,0,0,4,11-20%,5,4,5,5,4,5.0,5,5,3,SaaS Subscription,1-2yr,10001.074007536223,5k-15k,3,Premium/Grade-A only,Evaluator
613,Compliance-Led Adopters,C-Suite Executive,Government Facility,16-50,20k-100km²,Dubai,>10 years,316000.0,100k-500k,56.7,Stable,51-100%,0,0,1,0,0,0,5,Yes-systematic,1,1,1,1,1,0,0,1,4.0,Very familiar,Partial strategy,Moderately impacted,7.0,1,1,1,1,0,0,1,0,3,21-30%,4,2,4,4,4,3.0,5,3,3,CAPEX,3-5yr,17473.208801160054,15k-30k,4,Limited adoption,Evaluator
614,Cost-Driven Laggards,Property Owner,Government Facility,1,20k-100km²,Abu Dhabi,>10 years,125000.0,100k-500k,73.2,Decreased>20%,>100%,0,1,1,0,0,0,4,Yes-occasional,1,1,0,0,0,0,1,0,4.0,Somewhat familiar,No plans,Significantly impacted,4.0,0,0,0,0,0,0,0,1,2,>30%,5,3,4,5,2,2.0,4,4,3,Savings-Sharing,3-5yr,4773.557148754733,2k-5k,3,Premium/Grade-A only,Evaluator
615,Tech-Forward Operators,Operations Manager,Commercial Office,6-15,100k-500km²,Sharjah,>10 years,200000.0,100k-500k,58.2,Stable,20-50%,0,0,1,1,1,0,7,Yes-occasional,1,0,1,1,1,1,1,0,2.0,Familiar,Partial strategy,Significantly impacted,6.0,1,0,0,1,1,1,1,0,5,>30%,3,5,3,5,2,4.0,5,5,3,Managed Service,<1yr,500.0,<2k,4,Standard across all,High-Intent Buyer
616,Compliance-Led Adopters,Operations Manager,Government Facility,50+,5k-20km²,Dubai,6-10 years,482000.0,100k-500k,50.4,Increased 5-20%,>100%,0,1,0,1,0,0,7,No plans,0,1,1,1,0,0,1,1,3.0,Very familiar,Partial strategy,Significantly impacted,10.0,0,1,0,0,1,0,0,0,3,5-10%,4,4,5,4,5,4.0,4,5,5,SaaS Subscription,3-5yr,9551.018246731513,5k-15k,5,Premium/Grade-A only,Evaluator
617,Early Majority Evaluators,Hospitality Manager,Hotel/Hospitality,50+,5k-20km²,Dubai,2-5 years,5000.0,<20k,84.9,Increased 5-20%,51-100%,0,0,0,0,0,0,4,Yes-systematic,1,1,1,0,0,1,1,0,3.0,Not familiar,Partial strategy,Significantly impacted,6.0,0,0,1,0,1,0,0,0,3,>30%,2,4,3,5,5,4.0,5,5,5,Savings-Sharing,1-2yr,12100.537744164816,5k-15k,5,Standard across all,Evaluator
618,Early Majority Evaluators,Hospitality Manager,Hotel/Hospitality,6-15,100k-500km²,Dubai,6-10 years,5000.0,<20k,74.2,Increased>20%,20-50%,0,0,1,0,0,1,4,Yes-occasional,1,1,0,1,0,0,1,0,5.0,Familiar,Full strategy,Significantly impacted,8.0,1,0,1,1,0,1,1,0,3,21-30%,4,5,2,3,5,5.0,4,5,1,Savings-Sharing,5-7yr,5053.394954859185,5k-15k,5,Standard across all,Evaluator
619,Resistant Traditionalists,C-Suite Executive,Hotel/Hospitality,6-15,20k-100km²,Dubai,>10 years,60000.0,20k-100k,84.5,Increased>20%,51-100%,1,0,0,0,0,0,3,No plans,1,0,1,1,0,1,1,0,2.0,Somewhat familiar,Plan to,Significantly impacted,,0,0,0,0,0,0,0,1,1,5-10%,2,1,3,3,1,1.0,4,2,1,CAPEX,3-5yr,2313.3003669585883,2k-5k,2,Premium/Grade-A only,Not Ready
620,Early Majority Evaluators,Operations Manager,Retail/Mall,2-5,20k-100km²,RAK,2-5 years,291000.0,100k-500k,63.9,Stable,>100%,0,1,1,0,0,0,5,Plan to,0,1,1,0,1,0,1,1,3.0,Familiar,In development,Significantly impacted,4.0,0,0,0,0,1,0,0,0,3,>30%,4,4,5,4,4,4.0,4,5,4,CAPEX,5-7yr,10059.02333769025,5k-15k,3,Standard across all,Evaluator
621,Resistant Traditionalists,C-Suite Executive,Retail/Mall,2-5,<5000m²,RAK,>10 years,73000.0,20k-100k,74.1,Increased 5-20%,>100%,1,0,0,0,0,0,2,No plans,1,0,0,1,0,0,1,1,4.0,Not familiar,Plan to,Significantly impacted,5.0,0,0,0,0,0,0,0,0,1,21-30%,3,3,3,3,1,4.0,4,1,2,Lease,Savings-Guaranteed,500.0,<2k,2,Premium/Grade-A only,Not Ready
622,Resistant Traditionalists,Government Official,Hotel/Hospitality,2-5,100k-500km²,Sharjah,6-10 years,56000.0,20k-100k,66.5,Increased 5-20%,51-100%,1,0,0,0,0,0,2,No plans,1,1,0,0,1,0,0,0,4.0,Not familiar,Partial strategy,Significantly impacted,1.0,1,0,1,0,0,0,0,1,2,Non-cost KPI,4,1,2,1,2,3.0,4,2,1,Savings-Sharing,3-5yr,3956.122668400649,2k-5k,2,Premium/Grade-A only,Not Ready
623,Cost-Driven Laggards,Sustainability Officer,Residential Tower,2-5,5k-20km²,Dubai,2-5 years,108950.16915483233,100k-500k,76.4,Increased>20%,51-100%,0,1,0,0,0,0,4,Plan to,1,0,1,1,1,1,1,0,3.0,Familiar,Plan to,Moderately impacted,4.0,0,0,0,0,0,0,0,1,3,21-30%,2,4,2,3,4,3.0,2,3,3,Managed Service,3-5yr,2965.7439469639303,2k-5k,1,Limited adoption,Evaluator
624,Compliance-Led Adopters,Operations Manager,Government Facility,1,20k-100km²,Sharjah,6-10 years,237000.0,100k-500k,62.9,Increased>20%,51-100%,0,0,0,0,0,0,7,Yes-occasional,1,1,1,0,0,0,0,1,2.0,Very familiar,Full strategy,Moderately impacted,7.0,0,1,1,1,1,0,1,0,4,21-30%,5,3,5,5,5,4.0,5,3,5,SaaS Subscription,5-7yr,10137.719104158474,5k-15k,5,Standard across all,High-Intent Buyer
625,Resistant Traditionalists,Facilities Manager,Commercial Office,6-15,5k-20km²,Abu Dhabi,>10 years,47000.0,20k-100k,67.4,Stable,51-100%,0,0,0,0,0,0,4,No plans,1,1,0,0,1,0,1,0,3.0,Familiar,No plans,Significantly impacted,2.0,0,0,1,0,1,0,0,0,2,>30%,3,2,3,2,1,2.0,1,1,3,CAPEX,3-5yr,4203.039000762514,2k-5k,2,Regulation-driven,Not Ready
626,Cost-Driven Laggards,Hospitality Manager,Hotel/Hospitality,6-15,20k-100km²,Dubai,2-5 years,52000.0,20k-100k,82.8,Increased 5-20%,51-100%,0,1,0,0,0,0,3,No plans,1,1,0,0,1,0,1,1,2.0,Familiar,Plan to,Minimal,6.0,1,0,0,0,0,0,0,0,2,>30%,5,5,4,4,5,3.0,4,3,3,CAPEX,>7yr,7484.820821400436,5k-15k,4,Limited adoption,Evaluator
627,Resistant Traditionalists,C-Suite Executive,Commercial Office,2-5,20k-100km²,Abu Dhabi,>10 years,33000.0,20k-100k,62.7,Increased 5-20%,51-100%,1,0,0,0,0,0,1,No plans,1,1,0,0,0,0,1,0,5.0,Somewhat familiar,Plan to,Significantly impacted,4.0,0,0,0,0,0,0,0,0,2,21-30%,2,1,2,2,2,3.0,3,2,3,CAPEX,1-2yr,3142.5736917105787,2k-5k,1,Limited adoption,Not Ready
628,Resistant Traditionalists,Facilities Manager,Commercial Office,2-5,5k-20km²,Dubai,>10 years,66000.0,20k-100k,82.8,Increased 5-20%,51-100%,0,1,0,1,0,0,3,Yes-systematic,1,0,0,0,0,1,1,0,4.0,Somewhat familiar,No plans,Moderately impacted,2.0,0,0,0,0,0,0,0,0,2,Non-cost KPI,3,2,2,2,2,1.0,3,1,2,Savings-Sharing,5-7yr,3648.6090616458014,2k-5k,3,Premium/Grade-A only,Evaluator
629,Cost-Driven Laggards,Property Owner,Industrial/Warehouse,6-15,5k-20km²,Abu Dhabi,<2 years,234000.0,100k-500k,76.9,Increased 5-20%,51-100%,0,1,0,0,0,0,4,No plans,1,1,0,1,1,0,0,0,3.0,Somewhat familiar,Plan to,Significantly impacted,5.0,0,0,0,0,0,1,0,0,4,>30%,3,2,4,3,3,2.0,3,2,3,Managed Service,Savings-Guaranteed,4080.488592774445,2k-5k,3,Regulation-driven,Evaluator
630,Resistant Traditionalists,Operations Manager,Hotel/Hospitality,6-15,100k-500km²,Dubai,>10 years,15000.0,<20k,61.7,Stable,>100%,1,0,0,0,0,0,4,Yes-occasional,1,1,0,0,0,0,0,1,4.0,Somewhat familiar,Plan to,Moderately impacted,4.0,1,0,0,0,0,0,0,1,2,11-20%,4,3,2,3,3,1.0,3,2,1,Savings-Sharing,>7yr,1612.8109734767368,<2k,2,Premium/Grade-A only,Not Ready
631,Compliance-Led Adopters,Sustainability Officer,Government Facility,6-15,>500km²,RAK,6-10 years,72701.51402539577,100k-500k,62.4,Stable,51-100%,0,1,1,0,1,1,5,Yes-systematic,0,0,1,1,0,0,1,1,4.0,Very familiar,Plan to,Moderately impacted,8.0,0,1,1,0,0,0,1,0,5,21-30%,4,4,4,5,5,5.0,3,3,5,CAPEX,1-2yr,11199.823458692776,5k-15k,4,Regulation-driven,High-Intent Buyer
632,Compliance-Led Adopters,Sustainability Officer,Hotel/Hospitality,50+,100k-500km²,Abu Dhabi,6-10 years,5000.0,<20k,67.5,Stable,>100%,0,1,0,1,0,0,4,Yes-occasional,0,1,0,1,1,1,1,0,4.0,Familiar,Full strategy,Moderately impacted,10.0,0,1,1,0,0,0,0,0,4,21-30%,4,5,5,4,4,,3,5,5,Savings-Sharing,1-2yr,10052.395619180501,5k-15k,5,Regulation-driven,Evaluator
633,Compliance-Led Adopters,Operations Manager,Mixed-Use,16-50,5k-20km²,Abu Dhabi,6-10 years,199000.0,100k-500k,66.2,Increased>20%,51-100%,0,1,1,1,1,0,5,No plans,1,1,0,1,0,1,1,1,2.0,Familiar,Full strategy,Moderately impacted,5.0,1,1,0,0,1,1,0,0,3,21-30%,4,5,3,4,5,5.0,5,4,5,SaaS Subscription,1-2yr,4975.507740984631,2k-5k,5,Regulation-driven,Evaluator
634,Resistant Traditionalists,C-Suite Executive,Commercial Office,6-15,<5000m²,Dubai,6-10 years,21000.0,20k-100k,62.6,Increased>20%,51-100%,0,1,0,0,0,0,1,No plans,1,1,0,0,1,0,0,0,4.0,Very familiar,No plans,Significantly impacted,2.0,0,0,0,0,0,0,0,0,2,Non-cost KPI,3,5,5,3,3,1.0,3,1,2,Savings-Sharing,5-7yr,1102.9604983610845,<2k,3,Premium/Grade-A only,Evaluator
